ㅁ,2422,3580,2809,XSN,*,F,ㅁ,*,*,*,*
가,2423,3581,5144,XSN,*,F,가,*,*,*,*
간,2427,3665,4817,XSN,*,T,간,*,*,*,*
감,2430,3666,4310,XSN,*,T,감,*,*,*,*
강,2432,3667,4904,XSN,*,T,강,*,*,*,*
개,2433,3583,5211,XSN,*,F,개,*,*,*,*
거리,2435,3584,4005,XSN,*,F,거리,*,*,*,*
격,2436,3669,4824,XSN,*,T,격,*,*,*,*
경,2437,3670,4332,XSN,*,T,경,*,*,*,*
계,2438,3585,3626,XSN,*,F,계,*,*,*,*
관,2444,3674,5342,XSN,*,T,관,*,*,*,*
광,2445,3675,4076,XSN,*,T,광,*,*,*,*
군,2448,3677,5574,XSN,*,T,군,*,*,*,*
권,2449,3678,1632,XSN,*,T,권,*,*,*,*
급,2451,3680,5507,XSN,*,T,급,*,*,*,*
기,2452,3589,5577,XSN,*,F,기,*,*,*,*
껏,2453,3681,3465,XSN,*,T,껏,*,*,*,*
께,2454,3590,3877,XSN,*,F,께,*,*,*,*
꼴,2455,3682,2755,XSN,*,T,꼴,*,*,*,*
꾼,2456,3683,671,XSN,*,T,꾼,*,*,*,*
끼,2457,3591,3942,XSN,*,F,끼,*,*,*,*
끼리,2458,3592,2224,XSN,*,F,끼리,*,*,*,*
날,2462,3685,5035,XSN,*,T,날,*,*,*,*
네,2465,3593,2445,XSN,*,F,네,*,*,*,*
년,2469,3690,4859,XSN,*,T,년,*,*,*,*
논,2471,3692,4732,XSN,*,T,논,*,*,*,*
니임,2474,3695,2809,XSN,*,T,니임,*,*,*,*
님,2475,3696,2432,XSN,*,T,님,*,*,*,*
당,2478,3699,3731,XSN,*,T,당,*,*,*,*
대,2479,3595,3895,XSN,*,F,대,*,*,*,*
댁,2480,3700,4007,XSN,*,T,댁,*,*,*,*
덜,2482,3701,2890,XSN,*,T,덜,*,*,*,*
되,2486,3597,4209,XSN,*,F,되,*,*,*,*
들,2490,3706,2067,XSN,*,T,들,*,*,*,*
들이,2492,3598,3637,XSN,*,F,들이,*,*,*,*
떨,2494,3707,4102,XSN,*,T,떨,*,*,*,*
란,2495,3708,4314,XSN,*,T,란,*,*,*,*
량,2496,3709,4107,XSN,*,T,량,*,*,*,*
력,2497,3710,4511,XSN,*,T,력,*,*,*,*
론,2501,3713,3113,XSN,*,T,론,*,*,*,*
류,2504,3602,3537,XSN,*,F,류,*,*,*,*
률,2507,3714,2066,XSN,*,T,률,*,*,*,*
리,2508,3603,6154,XSN,*,F,리,*,*,*,*
만큼,2512,3716,3082,XSN,*,T,만큼,*,*,*,*
면,2513,3717,5426,XSN,*,T,면,*,*,*,*
명,2514,3718,4397,XSN,*,T,명,*,*,*,*
무,2516,3607,5016,XSN,*,F,무,*,*,*,*
문화권,2518,3720,2953,XSN,*,T,문화권,*,*,*,*
바기,2522,3609,2937,XSN,*,F,바기,*,*,*,*
박이,2523,3610,3277,XSN,*,F,박이,*,*,*,*
발,2524,3723,4850,XSN,*,T,발,*,*,*,*
방,2525,3724,4870,XSN,*,T,방,*,*,*,*
배기,2527,3612,2672,XSN,*,F,배기,*,*,*,*
변,2531,3728,4744,XSN,*,T,변,*,*,*,*
별,2532,3729,3721,XSN,*,T,별,*,*,*,*
부,2536,3614,5585,XSN,*,F,부,*,*,*,*
분,2537,3732,3814,XSN,*,T,분,*,*,*,*
뻘,2540,3733,2819,XSN,*,T,뻘,*,*,*,*
산,2542,3734,4356,XSN,*,T,산,*,*,*,*
상,2543,3735,4217,XSN,*,T,상,*,*,*,*
생,2544,3736,3125,XSN,*,T,생,*,*,*,*
설,2547,3739,4958,XSN,*,T,설,*,*,*,*
성,2548,3740,3098,XSN,*,T,성,*,*,*,*
소,2549,3618,5061,XSN,*,F,소,*,*,*,*
순,2552,3742,4985,XSN,*,T,순,*,*,*,*
승,2555,3744,4252,XSN,*,T,승,*,*,*,*
시,2556,3621,4604,XSN,*,F,시,*,*,*,*
식,2557,3745,5067,XSN,*,T,식,*,*,*,*
심,2559,3747,4909,XSN,*,T,심,*,*,*,*
씨,2560,3622,4405,XSN,*,F,씨,*,*,*,*
씩,2561,3748,-10,XSN,*,T,씩,*,*,*,*
아,2562,3623,5418,XSN,*,F,아,*,*,*,*
액,2566,3751,4139,XSN,*,T,액,*,*,*,*
어,2568,3625,5373,XSN,*,F,어,*,*,*,*
어치,2569,3626,2940,XSN,*,F,어치,*,*,*,*
업,2570,3753,5322,XSN,*,T,업,*,*,*,*
여,2573,3627,3141,XSN,*,F,여,*,*,*,*
용,2581,3759,3682,XSN,*,T,용,*,*,*,*
유,2584,3629,5886,XSN,*,F,유,*,*,*,*
율,2585,3761,1601,XSN,*,T,율,*,*,*,*
이,2586,3630,4213,XSN,*,F,이,*,*,*,*
인,2587,3763,4661,XSN,*,T,인,*,*,*,*
자,2590,3631,4797,XSN,*,F,자,*,*,*,*
잡이,2594,3632,3375,XSN,*,F,잡이,*,*,*,*
장이,2596,3633,3309,XSN,*,F,장이,*,*,*,*
재,2597,3634,5045,XSN,*,F,재,*,*,*,*
쟁이,2599,3636,2034,XSN,*,F,쟁이,*,*,*,*
저,2603,3637,4080,XSN,*,F,저,*,*,*,*
적,2606,3770,2941,XSN,*,T,적,*,*,*,*
전,2607,3771,6014,XSN,*,T,전,*,*,*,*
점,2608,3772,4734,XSN,*,T,점,*,*,*,*
제,2610,3638,4018,XSN,*,F,제,*,*,*,*
주의,2617,3642,4019,XSN,*,F,주의,*,*,*,*
중,2618,3777,4920,XSN,*,T,중,*,*,*,*
지,2622,3644,5759,XSN,*,F,지,*,*,*,*
직,2623,3780,4237,XSN,*,T,직,*,*,*,*
질,2625,3782,3643,XSN,*,T,질,*,*,*,*
짓,2627,3784,3542,XSN,*,T,짓,*,*,*,*
짜,2628,3645,3990,XSN,*,F,짜,*,*,*,*
짜리,2629,3646,1569,XSN,*,F,짜리,*,*,*,*
째,2635,3647,2721,XSN,*,F,째,*,*,*,*
쫌,2643,3785,2809,XSN,*,T,쫌,*,*,*,*
